# Extracted from mstable_tmp.ms.
# wavelength[m] = 0.00132951397455
# Columns:	u[m]	v[m]	Re(V)[Jy]	Im(V)[Jy]	weight
2.113508e+01	1.066172e+02	5.458565e-03	-5.672719e-03	2.046996e+04
1.524706e+02	4.043766e+01	1.371012e-02	5.859285e-04	2.010838e+04
2.461912e+02	4.479196e+02	-1.246594e-02	1.321936e-02	1.822136e+04
1.238511e+02	-2.458613e+02	-1.657078e-03	7.737742e-03	1.925383e+04
-4.657260e+00	1.535690e+02	-8.291048e-03	7.048511e-04	1.935740e+04
-3.673897e+01	7.787279e+01	7.775856e-03	-7.824380e-03	1.959625e+04
-3.150463e+02	1.833020e+02	-1.044038e-02	-9.416480e-03	2.050097e+04
-6.790662e+02	-1.076755e+03	-7.939930e-03	-1.729989e-03	1.692967e+04
-8.368097e+01	-7.768706e+01	9.622158e-03	9.196583e-03	1.402498e+04
4.499559e+01	2.206593e+02	-8.211581e-03	-1.569181e-02	1.827144e+04
-1.474406e+02	-1.538859e+02	-8.170581e-03	4.846781e-03	2.000351e+04
-2.948509e+02	-1.791150e+02	-2.409291e-03	1.236520e-02	1.873441e+04
1.937662e+02	-4.122269e+02	1.527517e-02	4.056654e-03	1.677594e+04
9.161413e+00	-2.072015e+01	1.698498e-02	2.139150e-03	1.915221e+04
1.571793e+02	4.556507e+02	1.053555e-02	5.629378e-03	1.940548e+04
-8.622162e+01	-5.781243e+02	-1.424249e-02	5.146284e-03	1.898402e+04
2.626486e+02	-1.044081e+02	-3.091363e-03	1.228963e-02	1.831713e+04
-1.021732e+02	3.854131e+02	-1.829579e-02	-2.366538e-02	1.889053e+04
1.536589e+02	-8.104508e+01	4.802808e-03	2.810533e-02	1.785659e+04
2.919324e+02	4.557715e+02	-9.362839e-03	8.447785e-03	2.066946e+04
1.097444e+02	2.558174e+02	-2.569830e-02	-4.641845e-03	1.770321e+04
1.657617e+02	2.799652e+02	-9.759127e-03	-5.148075e-03	2.016488e+04
6.371021e+01	-1.700025e+02	-6.211187e-03	7.069331e-03	2.049021e+04
4.882582e+01	-4.971454e+02	4.052792e-03	-1.409846e-02	1.950762e+04
-1.827405e+02	1.766975e+02	-1.003074e-02	-6.636972e-03	1.903118e+04
-4.601925e+01	-2.075260e+02	-9.179958e-03	7.813406e-03	2.114191e+04
-4.858120e+01	1.006327e+01	1.268537e-02	-7.332675e-03	2.180747e+04
3.499863e+01	-1.165194e+02	1.360870e-03	4.988592e-03	1.890456e+04
4.428319e+01	3.742178e+02	-1.080030e-02	-1.058253e-02	2.144157e+04
-1.286466e+01	7.798316e+00	8.678915e-04	-5.976390e-03	1.912861e+04
-3.136824e+02	-1.180840e+02	1.966167e-03	2.321978e-03	1.957720e+04
1.193559e+02	1.136197e+02	-1.568045e-04	6.337192e-04	1.932362e+04
-1.861022e+01	-5.624987e+01	-3.001821e-03	-4.037287e-03	2.059571e+04
2.438652e+02	1.355349e+02	8.102626e-03	-2.266141e-02	2.020121e+04
-1.613292e+02	-3.676739e+02	1.006099e-02	-6.117789e-03	1.919779e+04
8.954091e+01	-7.377379e+01	-1.104008e-02	3.304567e-04	1.996429e+04
-5.170774e+02	-2.033958e+03	3.539116e-03	8.797412e-04	1.990956e+04
-4.211210e+02	-5.740111e+02	-7.273425e-03	-2.674067e-02	1.936604e+04
-2.609968e+01	-1.958980e+02	1.061546e-02	9.524706e-03	1.706417e+04
-4.026483e+01	-1.207855e+02	1.955557e-03	7.448707e-03	1.980526e+04
1.313355e+02	-6.617951e+01	2.497792e-03	2.890959e-03	2.095275e+04
2.250562e+02	3.413024e+02	-1.590254e-02	-4.081471e-03	1.904436e+04
